hhid,state,muni,local,female_hh,age_hh,educ_hh,ethnicity_hh,educ_sp,age_hh2,dirtfloor97,bathroom97,electricity97,homeown97,primary,telesec,healthcenter,mobilehealth,min_dist,hhsize97,lnup_cwagepm,lnup_cwagepw,lnup_cwagepc,intention_to_treat,treatment,me,mef,enterprise_m,comuid,landpieces,land,ha,hairrigation,haseasonality,ani,ani1,ani2,no4,small4,big4,landlessmall4,landsmall4,vani,vani1,vani2,ani_sales,ani_sales_a,ani_prod,ani_prod_sales_a,crop_sales,ag_exp,credit,foodexp,nonfood,foodexp_pp,nonfoodexp_pp,hhsize,year
497821,12,2,14,0,25,3,1,4,625,0,0,0,1,1,0,1,1,124.819966,5,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497822,12,2,14,0,28,3,0,0,784,1,0,0,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,20028.34,2180.017,17848.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497826,12,2,14,0,32,5,0,0,1024,0,0,0,1,1,0,1,1,124.819966,8,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,5326.811,762.8673,4563.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497829,12,2,14,0,24,0,0,6,576,1,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,14070.12,3342.877,10727.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497833,12,2,14,0,47,0,0,0,2209,0,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,20874.42,5268.604,15605.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497834,12,2,14,0,36,2,0,4,1296,1,0,1,1,1,0,1,1,124.819966,10,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,25644.58,2434.306,23210.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497836,12,2,14,0,48,0,0,0,2304,0,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,7889.769,4360.033,3529.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497838,12,2,14,0,54,0,0,0,2916,0,0,1,1,1,0,1,1,124.819966,11,0,0,0,1,NA,0,0,0,1,1,1,8,0,8,1,1,1,0,0,1,0,0,3656.403,254.2891,3402.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497839,12,2,14,0,30,0,0,4,900,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,5412.076,254.2891,5157.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497844,12,2,14,0,73,0,0,2.835725,5329,1,0,1,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,7,0,7,1,1,1,0,0,1,0,0,8103.709,254.2891,7849.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497845,12,2,14,0,49,0,0,0,2401,0,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,11417.49,1017.156,10400.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497846,12,2,14,0,25,0,0,0,625,0,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,728.3416,254.2891,474.0525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497851,12,2,14,0,30,2,0,0,900,0,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,2790.732,1671.438,1119.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497852,12,2,14,0,32,5,0,6,1024,1,0,1,1,1,0,1,1,124.819966,8,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,4031.463,2434.306,1597.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497853,12,2,14,0,30,4,0,0,900,1,0,0,1,1,0,1,1,124.819966,6,0,0,0,1,NA,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,1025.489,762.8673,262.6214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497854,12,2,14,0,80,0,0,0,6400,1,0,0,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497855,12,2,14,0,23,0,0,0,529,1,0,0,1,1,0,1,1,124.819966,5,0,0,0,1,NA,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497856,12,2,14,0,58,0,0,0,3364,1,0,1,1,1,0,1,1,124.819966,6,0,0,0,1,NA,0,0,0,1,1,1,4,0,4,1,0,1,0,0,1,0,0,879.0537,0,879.0537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497858,12,2,14,0,26,6,0,6,676,0,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,NA,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,190.0022,0,190.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497859,12,2,14,1,77,0,0,2.835725,5929,1,0,1,0,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,2496.687,2180.017,316.6703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497861,12,2,14,0,49,3,0,0,2401,0,0,1,1,1,0,1,1,124.819966,10,0,0,0,1,NA,0,0,0,1,1,1,2,0,2,1,0,1,0,1,0,0,1,335.2406,0,335.2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497862,12,2,14,0,35,3,0,0,1225,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,15754.56,12612.52,3142.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497863,12,2,14,0,33,5,0,2,1089,1,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,1,0,0,0,1,1,1,4,0,4,1,1,1,0,0,1,0,0,64377.66,3197.173,61180.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497864,12,2,14,0,49,0,0,0,2401,1,0,1,1,1,0,1,1,124.819966,11,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,2061.681,1925.728,135.9533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497865,12,2,14,0,33,3,0,0,1089,0,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,2185.734,762.8673,1422.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497866,12,2,14,0,77,0,0,2.835725,5929,1,0,1,1,1,0,1,1,124.819966,1,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,0,0,1,0,0,1,508.5782,508.5782,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497867,12,2,14,1,56,0,0,2.835725,3136,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1132.39,0,1132.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497868,12,2,14,0,24,0,0,0,576,1,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,7289.716,1271.445,6018.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497871,12,2,14,0,37,0,0,0,1369,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,7237.033,254.2891,6982.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497872,12,2,14,1,34,0,0,2.835725,1156,1,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497873,12,2,14,0,30,0,0,6,900,0,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,NA,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,7868.118,4478.147,3389.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497874,12,2,14,0,20,3,0,0,400,1,0,0,1,1,0,1,1,124.819966,3,0,0,0,1,NA,0,0,0,1,1,1,2,0,2,1,0,1,0,1,0,0,1,534.528,0,534.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497875,12,2,14,0,39,3,0,3,1521,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,4812.503,2180.017,2632.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497876,12,2,14,0,57,3,0,0,3249,0,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,1,0,0,0,1,2,1,4,0,4,1,1,1,0,0,1,0,0,21387.9,1525.735,19862.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497877,12,2,14,0,37,0,0,2,1369,1,0,0,1,1,0,1,1,124.819966,6,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,2306.685,2180.017,126.6681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497878,12,2,14,0,55,0,0,0,3025,1,0,1,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,0,1,0,1,0,0,1,7691.085,0,7691.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497879,12,2,14,0,24,2,0,6,576,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,5793.033,508.5782,5284.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497881,12,2,14,0,40,0,0,2,1600,1,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1381.915,0,1381.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497882,12,2,14,0,28,0,0,4,784,0,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,5073.245,1925.728,3147.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497883,12,2,14,0,54,0,0,0,2916,1,0,1,1,1,0,1,1,124.819966,8,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,14505.75,2434.306,12071.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497884,12,2,14,0,23,5,0,5,529,0,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,6574.885,0,6574.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497888,12,2,14,0,40,2,0,6,1600,0,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,NA,0,0,0,1,1,1,5,0,5,1,1,1,0,0,1,0,0,2053.76,762.8673,1290.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497892,12,2,14,0,30,3,0,0,900,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,2578.591,2180.017,398.5746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497893,12,2,14,0,27,3,0,2,729,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,NA,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,607.1472,0,607.1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497894,12,2,14,0,33,1,0,2,1089,0,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,NA,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,9338.766,3342.877,5995.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497895,12,2,14,0,44,4,0,0,1936,0,0,1,1,1,0,1,1,124.819966,10,0,0,0,1,1,0,0,0,1,1,1,5,0,5,1,1,1,0,0,1,0,0,38983.53,762.8673,38220.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497896,12,2,14,0,23,4,0,4,529,1,0,1,0,1,0,1,1,124.819966,3,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497897,12,2,14,0,73,0,0,0,5329,1,0,1,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,5434.458,254.2891,5180.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497898,12,2,14,0,76,0,1,0,5776,1,0,1,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,9865.449,3910.512,5954.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497899,12,2,14,0,27,3,0,0,729,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,1659.539,508.5782,1150.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497901,12,2,14,0,28,2,0,3,784,1,0,1,1,1,0,1,1,124.819966,6,0,0,0,1,NA,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,1070.009,254.2891,815.7197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497904,12,2,14,0,50,2,0,0,2500,1,0,0,1,1,0,1,1,124.819966,5,0,0,0,1,NA,0,0,0,1,1,1,5,0,5,1,1,1,0,0,1,0,0,25616.4,12925.86,12690.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497905,12,2,14,0,44,1,0,1,1936,1,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,NA,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,3969.569,3969.569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497907,12,2,14,1,78,0,0,2.835725,6084,1,0,1,1,1,0,1,1,124.819966,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,4093.315,1017.156,3076.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497908,12,2,14,0,46,0,0,0,2116,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,NA,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,1101.676,254.2891,847.3867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497909,12,2,14,0,57,0,0,1,3249,0,0,1,1,1,0,1,1,124.819966,10,0,0,0,1,1,0,0,0,1,2,1,2,0,2,1,1,1,0,1,0,0,1,13333.39,254.2891,13079.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497911,12,2,14,1,48,0,0,0,2304,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,1953.042,254.2891,1698.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497912,12,2,14,1,79,0,0,2.835725,6241,1,1,1,1,1,0,1,1,124.819966,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,230.9544,0,230.9544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497913,12,2,14,1,24,0,0,2.835725,576,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,254.2891,254.2891,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497916,12,2,14,0,23,0,0,2,529,0,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,2,1,1,0,1,1,1,1,0,1,0,0,1,7791.38,2434.306,5357.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497917,12,2,14,0,40,4,0,0,1600,0,0,1,1,1,0,1,1,124.819966,8,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,4067.407,3342.877,724.5301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497918,12,2,14,0,82,0,0,2.835725,6724,1,0,1,0,1,0,1,1,124.819966,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497921,12,2,14,0,47,3,0,0,2209,1,0,1,1,1,0,1,1,124.819966,6,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,3634.177,508.5782,3125.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497922,12,2,14,0,24,3,0,0,576,1,0,1,1,1,0,1,1,124.819966,3,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,0,0,1,0,0,1,508.5782,508.5782,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497923,12,2,14,1,25,0,0,2.835725,625,1,0,1,0,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497925,12,2,14,0,28,3,0,5,784,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,NA,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,2488.355,2180.017,308.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497926,12,2,14,0,23,4,0,6,529,1,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1060.724,254.2891,806.4344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497927,12,2,14,0,68,0,0,2.835725,4624,0,0,1,1,1,0,1,1,124.819966,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,14407.58,1525.735,12881.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497928,12,2,14,0,60,0,0,0,3600,1,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,4,0,4,1,1,1,0,0,1,0,0,33176.27,2434.306,30741.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497931,12,2,14,1,34,0,0,2.835725,1156,1,0,1,1,1,0,1,1,124.819966,5,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,6549.634,0,6549.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497932,12,2,14,0,40,3,0,0,1600,1,0,1,1,1,0,1,1,124.819966,10,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,3640.691,762.8673,2877.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497934,12,2,14,0,26,6,0,0,676,1,0,1,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497935,12,2,14,0,36,0,0,0,1296,1,0,1,1,1,0,1,1,124.819966,8,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,508.5782,508.5782,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497941,12,2,14,0,48,0,0,0,2304,1,0,1,1,1,0,1,1,124.819966,9,0,0,0,1,1,0,0,0,1,1,1,3,0,3,1,1,1,0,0,1,0,0,676.1985,508.5782,167.6203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497942,12,2,14,0,53,1,0,0,2809,0,0,1,1,1,0,1,1,124.819966,11,0,0,0,1,1,0,0,0,1,1,1,9,0,9,1,1,1,0,0,1,0,0,5679.038,2180.017,3499.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497943,12,2,14,0,35,5,0,6,1225,0,0,1,1,1,0,1,1,124.819966,7,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,11485.35,508.5782,10976.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497948,12,2,14,1,77,0,0,2.835725,5929,1,0,1,1,1,0,1,1,124.819966,2,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,471.1939,0,471.1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497953,12,2,14,0,30,9,0,2,900,1,0,1,1,1,0,1,1,124.819966,6,0,0,0,1,1,0,0,0,1,1,1,2,0,2,1,1,1,0,1,0,0,1,8203.22,508.5782,7694.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
497954,12,2,14,0,23,4,0,3,529,1,0,1,1,1,0,1,1,124.819966,4,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,702.1483,0,702.1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
395993,12,2,33,0,46,0,0,0,2116,0,1,1,1,1,0,1,1,135.473218,6,0,0,0,1,1,0,0,0,2,3,1,7,0,6,1,1,1,0,0,1,0,0,36640.85,5954.354,30686.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
395994,12,2,33,0,44,1,0,1,1936,1,0,1,1,1,0,1,1,135.473218,9,0,0,0,1,1,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,15588.75,3969.569,11619.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
395995,12,2,33,0,42,1,0,0,1764,1,0,1,1,1,0,1,1,135.473218,9,0,0,0,1,1,0,0,0,2,1,1,3,0,3,1,0,1,0,0,1,0,0,1502.633,0,1502.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
395996,12,2,33,0,40,2,0,1,1600,1,0,1,1,1,0,1,1,135.473218,7,0,0,0,1,NA,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,4255.525,4223.858,31.66703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
395999,12,2,33,0,31,2,0,1,961,1,0,0,1,1,0,1,1,135.473218,6,0,0,0,1,1,0,0,0,2,1,1,2,0,2,1,0,1,0,1,0,0,1,3404.814,0,3404.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396000,12,2,33,1,30,0,0,2.835725,900,1,0,1,1,1,0,1,1,135.473218,5,0,0,0,1,NA,0,0,0,2,1,1,1,0,1,1,0,1,0,1,0,0,1,5910.808,0,5910.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396001,12,2,33,0,57,0,0,2,3249,1,0,1,1,1,0,1,1,135.473218,8,0,0,0,1,NA,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,6427.719,2239.074,4188.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396002,12,2,33,1,31,3,0,2.835725,961,0,0,1,1,1,0,1,1,135.473218,6,0,0,0,1,1,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,2301.455,1984.785,316.6703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396003,12,2,33,1,30,4,0,2.835725,900,1,1,1,1,1,0,1,1,135.473218,4,0,0,0,1,1,0,0,0,2,1,1,1,0,1,1,1,1,0,1,0,0,1,4372.665,1984.785,2387.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396004,12,2,33,0,34,1,0,4,1156,1,0,1,1,1,0,1,1,135.473218,5,0,0,0,1,NA,0,0,0,2,1,1,1,0,1,1,0,1,0,1,0,0,1,63.33405,0,63.33405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396010,12,2,33,1,75,0,1,2.835725,5625,1,0,1,1,1,0,1,1,135.473218,2,0,0,0,1,NA,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,63.33405,0,63.33405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396011,12,2,33,1,39,0,0,2.835725,1521,1,0,1,1,1,0,1,1,135.473218,8,0,0,0,1,1,0,0,0,2,1,1,1,0,1,1,0,1,0,1,0,0,1,1615.971,0,1615.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396014,12,2,33,0,38,3,1,3,1444,1,0,1,1,1,0,1,1,135.473218,6,0,0,0,1,1,0,0,0,2,1,1,5,0,5,1,1,1,0,0,1,0,0,22913.94,4732.437,18181.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396016,12,2,33,1,38,0,0,2.835725,1444,0,1,1,1,1,0,1,1,135.473218,5,0,0,0,1,NA,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,8540.125,4478.147,4061.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396017,12,2,33,0,83,0,0,0,6889,1,0,1,1,1,0,1,1,135.473218,2,0,0,0,1,1,0,0,0,2,1,1,1,0,1,1,0,1,0,1,0,0,1,559.7684,0,559.7684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396018,12,2,33,0,47,0,0,0,2209,1,0,1,1,1,0,1,1,135.473218,7,0,0,0,1,1,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,698.5803,508.5782,190.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
396021,12,2,33,0,42,2,0,0,1764,0,0,1,1,1,0,1,1,135.473218,10,0,0,0,1,1,0,0,0,2,1,1,2,0,2,1,1,1,0,1,0,0,1,6667.471,4478.147,2189.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
